,text,HS
2834,2 pembebasan lahan memakan 2 biaya terbatas kuat jabar selesaikan bandara mayoritas dana apbd prestasi rakyat jabar,0
2522,sumpaaah kayak habis iaa dilanjut olimpiade pagelaran budaya siii wkwk,0
12253,ganyang pki antek antek nya lbh jaka a,1
9643,lbh surat pemberitahuan tahunan menunggu 2019 lengserkan perkataan hancur negeri presidennya,1
609,yu mari songsong presiden 2019,0
11612,hoa dalah ari ari politik jokowi kebohongan hoaks hoaks wkwk,1
7453,ruhut gila tun,1
3931,haha memaki melawan ditindas pemimpin munafik melindungi penista agama dll agama no 1 islam taubat root,1
11420,telor burung onta ntdi menonton orang makan gede banget gils,0
11552,tuh bantu sundul,0
3490,ngawur nih rezim indonesia cina nih negara,1
3612,gerindra antek orba kkn,1
6952,horor senyum menyeringai orang asing,0
12875,lengserkan jokowi,1
1940,kafir pki menyamar islam menjelekkan jokowi kafir pki smua,1
4034,udah kayak onta haha,0
2418,kasihan relawan komisaris minder ketemu boss orang bule brekekekekekek,0
5895,takut mati nkalian lihat terroris pemimpin takut mati tpi disuruh mati bom bunuh goblok nal bangsat takut mati d,1
2747,ya gue intinya menyesal pokoknya join 8angsat biar memb nya bego kadang wkwk g,0
6514,hadeh aduh gembel dilarang masuk,0
4038,babi sipit banci pakai akun fake hina babi,1
2374,ktt ulama cendekiawan muslim dunia bahas wasatiyat islam,0
2137,orang awam tau rekayasa tempo antek nya asing pimpinan pa ai keadilan sejahtera sadar u dukung panitia khusus bongkar tipu tipu nya komisi pemberantasan korupsi,1
10621,aduh ya gitu akuisisi bawa bawa teman orang asing bera i 51 milik pemerintah donk,0
5485,berduaan sipit,0
10525,marah tah bang bilang etnis cina kasih kesempatan memimpin indonesia cz watak aslinya menjajah,1
2473,trua tanah tanah palestina tananya nenek moyang kaum yahudi yahudi pindah negara eropa besaran masuklah palestina menetap situ mayoritas palestina pas kepemimpinan hitler hitler,0
3455,amerika 200 000 orang tahunnya pindah agama kristen agama islam,0
10901,om menggoda banget pamer kontol bikin pikiran terbawa arus cinta ,0
330,follow beli katolik akun prof menambah wawasan berbangsa terima kasih,0
7439,matanajwadebatjaka a urusan bacot anis nya juaranya makan bacot jaka a haha paslon aneh gede bacot doang,1
7006,2 perjamuan last supper kristen salah murid yesus berkhianat yudas orang 13 duduk kursi yesus disalibkan jumat konon jumat hawa menggoda adam buah larangan,0
2810,bubarkan dpr,1
3777,bikin hoa ak bani kret,1
9877,habis gelap terbitlah terang road to 2019gantipresiden harika ini2018,1
2203,sa 7 952 akuntansi intermediate smi,0
8651,ditantang buktikan kebenaran jokowi keturunan pki membuktikan berita hilang skrg anehnya pemilihan presiden 2014 tuduhan pki hilang bar,0
12833,panas paslon kritik data kemiskinan gizi buruk,0
11719,banci berani balas dasar penakut wkwk d,1
5328,muka cantik burik 3,0
13112,kunyuk wkwk,0
9875,jurus orang gila mengebut lalat ajian tatar bayu jurus kunyuk melempar buah dewa tidur pukulan matahari ajian ngrogoh sukmo siulan kapak naga geni 212 mengalahkan dewi siluman bukit tunggul n wirosableng n siapsableng ,0
11054,gimana nyabu bang,1
1512,anak istri nya tolong melupakan tuhan menuhankan saint tehnology bangsa e,0
9102,kebijakan pengembalian barang konsumen barang rusak cacat terhitung 7 tanggal pembelian hauzminiquiz hauzid ncc,0
8186,jilbab akhlak pecun ncuihhh,1
7035,sing sabar kawan terkadang mencapai kebaikan butuh pengorbanan orang km kasihi km perjuangkan belenggu rida nya nkoe cacat tur iya bagus sukses naku oke sing mengantre koe,0
4298,bodoh anjir uangnya kayak sih wkwkw,0
7638,gt gt lt lt lt warga baduy selesai memperingati tradisi seba pendopo pemkab lebak dilanjutkan be emu gubernur banten wahidin halim sabtu 21 4 sebabaduy2018,0
3565,nasib cebong mimpi orang orang otak berak kayak lu,1
6256,guobloge banget lek mempe ahankan jokowi utang sing go bangun pirang persen podo melek data picek,1
6945,eh bangsat ga dibenerin nih jaringan keparat lo kerja kagak sih gabut bangsat mahal doang fasilitas kaya anjing babi,1
3381,pikir nyeleneh tuhan ku ciptakan anjing babi kitab mengharamkan nya babi menyentuh kulit nya basah haram akal ku kesana baca,0
1576,ok apalah lepas nih diam diam biar sakit hati pendam mus okbaii,0
11862,menjahati anak orang diginiin haha nemang kali menjahati anak orang suparj,0
11464,syiah dimusuhi yahudi didekati npolitics,0
2361,matanajwadebatjaka a lucu banget ahok nyambung kena sekak mat pe anyaan isu agama tdi dasar cina tolol haha,1
12647,madura umat bersatu rapatkan barisan cepat panggil proses hukum bu suk menistakan agama,0
8060,rezim keren orba bikin kontrak bikin sengsara rakyat satupun presiden bikin freepo saham gede nhanya jokowi nkalau nyinyir bera i antek asing n indonesiakuasaifreepo n joko,1
5255,titit anies ni wakil presiden prabowo anjenk,1
1447,rakyat susah cari makan dipimpin jokowi gayanya merakyat menyiksa rakyat diganti mati 2019gantipresiden,1
7883,sih teman lihat jutek sinis judes dingin pas doang pas banget bilang gue gila stres sarap ya sih kadang wkwkwkw v jujur banget gue eastaga ntpi dekati haha,0
4619,donatur jokowi hijrah prabowo dana pensiunan terancam dipakai nyapres wakwawww dukung peraturan pemerintah pengganti undang undang organisasi masyarakat,1
11208,nurul arifin menghidupkan budaya sunda,0
1449,tunggu aksi bela kafir tanu,1
10555,apankah pengganti kafir 2k17 2k19 syiah jil komunis,0
3400,selamat sore tweeps 18 4 presiden jokowi memimpin rapat terbatas ratas istana kepresidenan bogor rabu 18 4 membahas percepatan pelaksanaan berusaha online single submission oss poin arahannya simak ya,0
11049,suara orang mati dipakai legitimasi dasar rezim cebong dungu,1
7822,cebong standar kedunguannya diragukan diakui terbukti bilang orang bego hadeuh,1
4487,ahok jatuh mudah jokowi lengserkan,1
3397,berpikir bayi tabung perpaduan sperma kret onta diragukan,1
11079,wkwk jahat edan,0
4413,dasar cebong digoreng akui pemerintah becus mengelola ekonomi selesai jgn tagar 2019gantipresiden dijadikan kambing hitam,1
3771,ih asli teman teman gue gt asing,0
2981,sumber daya negara undang2 rakyat susah komplain perpendapat dilindungi undang2 rakyatn,0
3186,asli te awa perut pipis ane paham maksud definisikan rocky gerung orang sok sok an lapor2 ceritanya sih bikin gebrakan dibilang membela agama,1
2830,kebanyakan cowok galau malam terbangun mimpi basah mimpi basahnya ena ena banci,0
4711,emng mas ga kubu seberang tanggapan pernyataan rg sebatas gambaran betapa inkonsistennya kaum amukan klo teman non muslim menuntut keadilan tindak hukum penistaan agama lembar,0
2528,nganjing2in seneng dianjingin marah tolol,1
6966,riset kerugian makro ekonomi akibat konsumsi rokok indonesia 2015 mencapai rp 600 triliun,0
287,pakai buruh cina rakyat pngangguran dasar rejim kodok,1
1881,kunyuk nih gue wkwkwkk,0
4354,mari lihat parahnya jaka a ahok pelantikan gubernur,1
6549,teduhkan tensi pilkada ulama dukung jokowi mencalonkan presiden rakyatmaujokowi2019,0
110,asyikm3nang sih ulama,0
10856,ahli sejarah islam pakar islam silakan dibantah kebenaran informasi kebaikan bangsa negara,1
8053,nama indra j piliang status terperiksa penggunaan narkotika diduga mendukung anies sandi,1
4807,ide bagus noon ne kasih bunga bangkai ya pemberian ditolak,0
10449,selamat sore min mohon bantuan transaksi no transaksi 180973692324 barang kirim penjual rusak cacat penjual diskusi mohon tanggapi secepatnya ya butuh barangnya cepat,0
10316,jilat pantat rizieq kayak elu,1
1672,plonga plongo kepalanya alias otaknya dungu,1
9837,takkan melayu hilang whatsapp yahudi beli kahkahkah,0
11675,kali calon presiden goblok bin dungu nada provokatif ya kret percaya heran capresgoblok,1
10074,kafir musuh munafiq membunuh,1
9768,aktivis 98 berhasil menumbangkan rezim orba kkn naktivis 98 zaman now tujuan nya membubarkan pks nnumpang aktivis 98 reformis penyusup bermental komunis,0
5185,dilema handphone wafat ayah dinas pulau adik pengaderan pulang pulang dirumah edan kali nuy,0
11105,usss banget sih,1
3749,baca surat yasin kali membaca al fatihah dijauhkan among terkutuk bismillah,0
10432,gebuk komunis pki selamatkan nkri kasih kendor pembantaian ulama kiai nu terulang,1
11821,bener nya,1
8829,seungmin idiot,1
12082,cek kesiapan pengaman pilkada polres samarinda tribun kaltim,0
2615,goblok an hakiki pacaran be ahun2 tau ketemu fake ppl is everywhere merasakan heran wkwkwk,0
5381,kalo indonesia mempersulit tka nasib tenaga kerja indonesia bro mekanisme nya wajar tenaga kerja indonesia kerja negeri piye bro x,0
1102,begitukan pemain persija kayak kebakaran kumis nsupo er baperan nengga kelakuan pemain,0
12429,n homo membuktikan banci orang orang sepe inya gagal faktor wajah dibilang manis kedoyanan wanita uwel uwel n xb,0
11857,festival kebudayaan antarabangsa tawau 2018 mencerminkan keistimewaan keunikan sabah sudut keberbagaian budaya negeri yab perdana menteri melancarkan festival malam,0
10743,kesepian belajar betapa hangat nya memiliki teman teman fairy tai,0
10212,buta hati buta mata lihat tenaga kerja asing ilegal berkeliaran negeri dungu piara,1
631,orang berpendidikan berpikir ekonomi syari ah ekonomi pembangunan ekstremis,0
1450,ngakakkk banget kepick ya derita nice mochi gua nlo taken nlo cacat,1
9187,semoga panglima tni menyelamatkan nkri penjual aset negara antek antek komunis,1
10630,aing lewih sayang seri tempo memanah jalema tolol nu gan berbicara sange te ahan pikir tah mnh,1
9655,politisi bangsat berlomba siasat sesat pikiran rakyat ntidak ber posisi oposisi bejat nyang fanatik giat rakyat penat npolitisi sepe i jerawat pantat bodat,1
1750,bawang putih orang kafir china paham komunis awas bawang putihnya tar bikin negara indonesia,1
12269,terdesak kehancuran kret kian melemah terdegedrasinya elektabilitas junjungannya mohon istilah cebong kret diteruskan distop ndsr kret nkrn kepepet nakibatnya mencret nlalu,0
3450,ohh iya iyakan pas acara tempo mewakili tim sukses anies sandi sih indra j piliang wkwkwk tukang narkoba,1
7892,sibuk jilati bokong jokowi mengambilkan ilham sepe i subhanallah,1
3216,ihh anjir jahat bodoh bodo,0
11235,dengar kabar newmont ntb dilacurkan cina napakah,0
5246,kecebong pa ai komunis indonesia anti islam diktator jokowi,1
7891,allah menetapkan orbitnya bilangan perhitungan qs,0
8898,informasi peledakan kapal kapal diberantas jaman rezim peledakan kapal ketetapan hukum dicek lembaga hukum menghitung ikan laut t,0
12792,udik banget sih cit minum jejelin nic0tinwedd,1
9905,mundur sanggup makmurkan rakyat,1
1218,bau2 korban cowok pintar cakap bikin bawa perasaan onta,0
6135,anggaran gaji tunjangan anggota dpr dipotong,0
5669,momentum pembacaan dukungan kiai ulama lung panglima santri senin 9 april jokowicakimin poskojoin,0
12013,bajingan,1
12363,rakyat butuh pangan disediakan beton be ulang,0
10777,terima kasih maho,0
2048,haiii guys mari mengulas kunjungan presiden jokowi siang 17 april 2018 bandara ajati majalengka haturnuhunjokowi 2019tetapjokowi,0
6139,duta myanmar berani usir besok habis salat gruduk kedutaannya buddha indonesia gagu,1
11761,kafir bahlul cebong iq ratus,1
8364,tolol menulis kayak gini x8,1
9866,iyalah memangnya lu burik wkwk g,1
4340,si lucinta luna el sih banci geulis oplas,0
2812,ekspor indonesia tajam maret 2018 10 24 dibandingkan februari 2018 surplus perdagangan 1 09 miliar dollar mudah2an pe bangkitnya ekonomi indonesia,0
8719,entar nete,0
8070,dianggap pro ekonomi rakyat tgb didorong pilpres 2019,0
12518,jambu bol diperhalus jambu bokong,0
2365,menghargai pribumi minimal berlaku sopan tamu sejatinya peras hak pribumi stoptkachina 2019gantipresiden,1
385,sepe inya titit nya sambung pakai accessoris jg,0
5548,langkah kapolres madiun pilkada 2018 kondusif aman kondisi,0
8565,nkri sepe i koreautara rezim jokowi blokir jokowi lengserkan jokowi,1
9757,modelnya munafik mainkan sara rakyat indonesia waras hasutanmu berpengaruh ganti presiden,1
3156,lidah buaya lidah me ua gelombang cinta nya tanaman hias sarana curhat favorit botanist terubus mania,0
12522,haha hayo ya racist cina cinaan loh nenek moyang china selatan loh namanya china,0
2547,maenkan mang,0
1698,indonesia negarahukum jokowi ubah indonesia negara kekuasaan yg makar jokowi lengserkan jokowi,1
12528,orang berpikir lurus dipelihara jokowi organisasi kebayang kacaunya indonesia duh,1
4542,kulit hitam burik wks,0
10609,umat islam kecewa marah rezim manusiawi ulama dikriminalisasi anti kpnpun sikap gue saveustadalfian,1
6274,anjing ayam kus ya lo,1
2760,jablay anjir,1
12053,bismillaah lubuk hati tuan guru bajang kh zainul majdi presiden ri berikutnye insya allah diberkahi tgbforindonesia2019,0
4706,why the hell do people bother other s religion sih heran orang teis ateis ya suka suka bodoh lak nek pek mengurus iya gusti rono like suka ateis garis keras suka teis garis keras like please know your fucking,0
12807,gak cowo gue chat isinya asu kntl bgst dst,0
948,bilang kafir susah hahaha sel sel otak menyambung ya susah kapir cebong orang berbicara kemana berbicara kemana memaki agama islam pakai rujukan internasional hahaha,1
12557,juventus budaya turun temurun ya teh,0
5882,iya maaf salah maksudnya katolik parahyangan,0
7105,kak paham kristen budha nmendalami agama nkok kesimpulan kristen nusantara budha nusantara,0
6224,selamat ngewe halal bray,0
1196,paham paham betapa tingginya ilmu ulama faham tg ahmad ridauddin,0
12240,edisi pilkada jateng,0
8204,pembangunan infrastruktur menopang pe umbuhan ekonomi kuat tumbuh 5 5,0
8980,ganyang pki pengkhianatan pki 1948 ,1
1904,profesor kristen katolik nusantara,0
5150,jejak analog silakan save kali re post 23 mei 2018 percis 20 ya,0
11535,berbicara bangke,0
6589,anggota dpr nya dipotong,0
5958,katak ge er isu menjatuhkan rezim isu kerja intelijen mengonter pergerakan komunis,1
11894,allahuakbar gue main taplak gunung by the way ayo temenannn,0
12315,rilis survei elektabilitas calon walikota calon wakil walikota pilkada kota bogor 2018 jam 12 00 wib be hotel royal padjajaran ruang padjajaran 6 lantai 9 jl padjajaran no 12 kota bogor rilischa a pilkadako,0
9983,anak muda meluap luap semangat membebaskan pemahaman konservatif ranah burhanuddin al helmy berjaya presiden pas menewaskan ustaz abbas alias,0
13157,recep salah gubernur pakkkk presiden presiden got nih lihat percaya,1
7147,retweet nhijab sangek pengen dientot n pa 1 n blowjob kontol hijab ngentothijab sepongkontol n sangeberat san,0
6392,warga jkt tdk melantik anies sandi terlibat lingkaran saracen politic id,1
2253,menonton disobedience penasaran wanita yahudi o hodo pakai wig,0
10192,1 bajingan,1
6144,politisi tai babi pagi pagi berkoar ucapan dibutuhkan nkri penjilat bangsa kutu loncat,1
9093,saking mundurnya orang kayak jokowi presiden bener2 kemunduran nyata betapa orang bodoh negeri,1
3346,soeha o dalang bencong hehe,0
13091,hahaha polisi mudah dipermainkan cukong keparat sepe i wibawa lemah diuji cukong uji nyali,1
6480,sm menghidupi grup membernya wajib militer member asing jd promo,0
2445,pantasnya r1 nih gubernur indonesia cc cep john,0
2028,n nbelum nkalopun dibantu 4 bank asing njadi,0
11649,habis jogging pagi kebelet ngentot retweet sayang ,0
3016,blokir jokowi harap lengserkan jokowi,1
10231,kerjasama sisternet kemendes pdtt dorong internet medsos tingkatkan ekonomi pedesaan,0
6487,kayak eek era mas jokow,1
5662,iya diselidik njarang sengaja follow akun tuyul alasan,0
4050,semoga saudara saudara sadar pemerintahan 2,0
10443,kau suka anjing,0
12818,kalaupribumi iseng aparat berwajah garang cina rasis aparat alay,1
2704,berhak mengkritik kinerja dpr terbit uu md3,0
494,prof prof bilang pendapat forum terbuka kacau biarkan prof pemuka agama ulama melur,0
1399,dimas manusia homo suka pentil mimi peri,1
899,jilat vagina sih cewek jilatlah vagina gigitlah kelentit ny jilatlah vagina ni,0
4409,apresiasi kinerja polri sigap cepat tuntas eh victor iwan bopeng nathan bebas kapolri kapolri kapolri kapolri,1
2627,ketawain aja orang munafik kerjanya bgt pendukung wan abud anjing,1
3294,hahahaha iya jugak ndan sekolah katolik beragam anak kebon pengusaha disana later suku agama apapun diterima sekolah katolik mengalami  berubah,0
2516,askmf sedih sih orang orang meledeki gitu najis bocah,0
10345,kak kak kak kak pd memanggil kak kayak meladeni adek adek imut culun umur malas ahh,0
9911,pengungsi asing pengungsi asing dodol,1
7540,hukuman kudapatkan keras rindu merindukannya antek paman zhong membutuhkanku menerima kehidupan baruku nlambat laun menerima kehidupan 37 3,0
3936,kekayaan sby hasil korupsi,1
722,peraturan presiden jokowi peraturan presiden susilo bambang yudhoyono buka matamu lihat jgn bacot bodoh bodohi pengikut,1
9449,kemarin berkesempatan kuliah universitas hassan ii casablanca maroko salah universitas terbesar maroko 24 000 mahasiswa terima kasih sambutan hangat antusiasnya,0
